Pinterest ID,Name,Description,Alt Text,URL
122089839893373977,Tube Chair - Tan with Wood - backordered,"Bold & Captivating Design Introducing the Tube Dining Chair, designed for modern elegance with its unique cantilever design. This chair seamlessly combines style and functionality, making it perfect for dining tables or as a desk side chair. Crafted with precision and inspired by contemporary trends, it enhances your dining experience. Inspired by the human form and nature's balance, the Tube Dining Chair boasts sophisticated organic shapes. Crafted with precision engineering, its distinctive ca",an orange chair sitting on top of a white floor,https://i.pinimg.com/736x/4e/99/43/4e9943bfeaf9470973d259e915422359.jpg
155303888259489812,"Mod Fiberglass ""Castle Chair"" Sculpture Lounge Chair by Wendell Castle","This vintage lounge chair from the 1970s draws inspiration from Wendell Castle's iconic castle chair, showcasing his mastery of organic, sculptural design. Crafted in vibrant orange reinforced fiberglass, it embodies both playfulness and sophistication. Wendell Castle, a pioneer of the American studio furniture movement, redefined modern design by blending art and function. Known for his biomorphic forms and innovative use of materials, his creations remain timeless icons of creativity and craftsmanship. Measurements: Height: 23"" X Width: 44"" X Length: 35"" Seat Height: 14"" H United States, 1970",an orange elephant shaped chair sitting on top of a white floor,https://i.pinimg.com/736x/fe/df/70/fedf701bcfb51af09b6b65996367e57d.jpg
764556474267635562,Womb chair & Ottoman - Fluffy Boucle / Chair & Ottoman / Black,"Womb Chair & Ottoman Experience unparalleled relaxation with the Womb Chair & Ottoman, a stunning piece designed to cradle you in comfort. Its wide contours invite you to lounge and curl up in a cozy fetal position, making it the perfect spot for unwinding after a long day or indulging in a peaceful nap. Key Features: Ultimate Comfort: Crafted with soft boucle or luxurious velvet, this chair feels like being wrapped in a warm blanket. Thoughtful Design: The spacious design encourages relaxation,",an orange chair sitting on top of a hard wood floor next to a large window,https://i.pinimg.com/736x/60/10/6a/60106a71ce7b0fc6e75bcf9e416d3e8a.jpg
146296687892944699,Fauteuil Direction Pivotant - Gris Vermeer / Volo 69 Marron (F60),"The Fauteuil Direction Pivotant was designed by French designer Jean Prouvé in 1951. Although it is immediately evident that Fauteuil Direction Pivotant hails from a different era, it appears in no way outdated or old-fashioned. This is due to the distinctive aesthetic of Prouvé's design philosophy, which always placed an uncompromising focus on functional requirements.The voluminous seat and backrest cushions rest on a sleek frame made of tubular steel and bent sheet metal, while the wooden armrests lend the office chair a touch of familiar comfort. The swivel seat of Fauteuil Direction Pivotant is height adjustable and the backward tilt mechanism can be adapted to the individual user's weight. It offers ultimate comfort and convenience while you work or study and is easily moveable thank",Fauteuil Direction Pivotant by Vitra - Japanese Red Frame / Volo 69 Marron (F60),https://i.pinimg.com/736x/d9/8b/07/d98b0748fba1ecaa0a34afc6046fa6ce.jpg
119626933849332879,"Ava Lounge Chair, Chairs","Gently rounded corners and edges in a robust wood frame create the perfect hint of soft, inviting ambiance for a modern lounge chair. The Ava is a simple but sophisticated presentation that highlights the natural beauty of high-quality wood and pairs it with plush, inviting cushions that encourage relaxation and enjoyment. Features: Stark, straight frame pairs perfectly with plush cushions, Legs of varying widths create visual dimension and interest Robust framework creates a sculptural look and feel Beautiful hardwood construction with a natural stone tabletop Designed by Gregory Beson Available in outdoor or indoor materials and finishes As Shown: Teak, Upholstery Fabric, Natural Oil and Wax Finish Production Lead Time: 6-8 weeks Measurements: Dimensions: 32""W x 34""D x 28""H Seat Height: 15""H More options are available for this product. For inquiries, please contact our team at sales@claudehome.com. PRODUCT DETAILS Please note additional shipping fees will be invoiced separately and may not be fully charged at the point of checkout or included in the purchase price. For a quote, please reach out to sales@claudehome.com.",a wooden chair sitting on top of a floor next to a white wall and black pillow,https://i.pinimg.com/736x/ae/7a/66/ae7a66c6a54c394ecce7378b9ab6caba.jpg
207447126578635908,Chan Chair,Material: Metal and Leather Size: 32.6 in x 27.6 in x 26.8 in For custom inquiries email custom@ewer.studio,a black leather chair sitting on top of a white floor next to a metal frame,https://i.pinimg.com/736x/5a/2f/99/5a2f994b6541175e5a98cc9f5d3d111e.jpg
381046818490224776,Creative & Modern Yellow Solid Wood & Velvet Accent Chair with Metal Base,"- Overall Dimensions: 35.4""L x 33.5""W x 28.3""H (900mmL x 850mmW x 720mmH)",a yellow chair sitting on top of a white rug next to a table and vase,https://i.pinimg.com/736x/7c/7f/68/7c7f689f87e9448aad785b76d480f14d.jpg
442619469674855803,"Charles & Ray Eames, Mid-Century Modern, Eames Lounge Chair, Black Leather, Wood","Charles & Ray Eames, Mid-Century Modern, Eames Lounge Chair, Black Leather, Wood An authentic Herman Miller 670 lounge chair and matching 671 ottoman, designed by Charles Eames (1907-1978) and Ray Eames (1912-1988). Iconic Mid Century Modern design. Cushioned brown leather with rosewood veneered molded plywood frame and cast metal base. Retains original Herman Miller black metal label together with paper paten label, dated from 1964-1978. Lounge chair measures approximately 30.5"" x 33"" x 34"". O",an eames lounge chair and ottoman in black leather,https://i.pinimg.com/736x/40/b7/ce/40b7ce80f89318b61bf48cbf94ebe992.jpg
24277285505156836,Martinique Velvet Swivel Chair,"Defined by soft curved lines and upholstered in even softer velvet, the Martinique chair offers a reimagined spin on the classic accent seat. For ordering assistance and more, please contact us For aesthetic advice and tips to help decorate your space, enjoy our complimentary home styling services | Martinique Velvet Swivel Chair by Anthropologie in Purple, Polyester",a purple chair sitting on top of a white floor,https://i.pinimg.com/736x/22/51/3b/22513b995b8f17d15122ee3501924856.jpg
572801646376978499,"Nana Wooden Dining Chair, No:1, Lagu Selection","""Lagu values and cherishes local production, bringing together the artisanal crafts of boutique producers and user-friendly quality designs in the 'Lagu Selection'."" The elegant piece of the Lagu Selection collection, Nana Chair, stands out with its comfortable use, offering easy transportation with its two different sizes and lightweight structure, while providing a comfortable seating experience with its ergonomic form. The design, which combines the natural feel of wood with smooth curves, offers a suitable option for many environments such as homes, offices, and public spaces. -First-class Walnut Frame -Upholstered with first-class fabric **For different fabric and color options, you can contact us.",a wooden chair sitting on top of a cement floor next to a gray wall with a white cushion,https://i.pinimg.com/736x/0f/7c/7c/0f7c7cca49f0f553938d2f9f9bda96e9.jpg
